출판사,작가,도서/강연제목,대상,강연방식,주제/소개,상세페이지,이미지URL
토끼섬,김미희,"<동백꽃이 툭,> 동백꽃 핀 우리 교실",어린이(저학년),비대면,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e202d84c-7f3f-11f0-a027-1cce51281be1,
우리학교,윤정미,어린이와 컬러코드,어린이(저학년),비대면,일반 강연 art,https://www.bookseed.kr/program/lecture/e2023d35-7f3f-11f0-a027-1cce51281be1,
우리학교,엄혜숙,"『이 집은 나를 위한 집』:그림책 번역, 이럴 때 이런 그림책 처방",어린이(저학년),비대면,"일반 강연 그림책, 문학",https://www.bookseed.kr/program/lecture/e20232b8-7f3f-11f0-a027-1cce51281be1,
우리학교,이수용,경청의 달인 되기,어린이(저학년),비대면,일반 강연 문학,https://www.bookseed.kr/program/lecture/e2022cb6-7f3f-11f0-a027-1cce51281be1,
보누스,조건호,건빵박사와 함께하는 사이언스 매직 쇼,어린이(저학년),비대면,"활동/워크숍 교양/문화, 기타",https://www.bookseed.kr/program/lecture/e20203e9-7f3f-11f0-a027-1cce51281be1,
소원나무,"안수민 (지은이), 차상미 (그림)",5월의 1학년,어린이(저학년),대면/미정,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e200cdb4-7f3f-11f0-a027-1cce51281be1,
잇츠북어린이,고수산나,작가와 함께 하는 재미있는 책이야기(고수산나),어린이(저학년),비대면,"일반 강연 writing, creative",https://www.bookseed.kr/program/lecture/e2008c30-7f3f-11f0-a027-1cce51281be1,
리틀씨앤톡,윤혜숙,"맛있는 것도 먹고, 속담도 만들고!! <피자 맛의 진수>",어린이(저학년),비대면,"일반 강연 문학, writing",https://www.bookseed.kr/program/lecture/e1ff8030-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4931110%3Ftimestamp%3D20250401130446
잇츠북 어린이,류미정,용기 있는 도전(벼락맞은 리코더),어린이(저학년),비대면,"일반 강연 creative, 기타",https://www.bookseed.kr/program/lecture/e1fe92ce-7f3f-11f0-a027-1cce51281be1,
그린북,유영소,짝짝이 짝꿍 쿵짝,어린이(저학년),대면/미정,"일반 강연 creative, 문학",https://www.bookseed.kr/program/lecture/e1fe35d9-7f3f-11f0-a027-1cce51281be1,
(도서출판)봄볕,곽민수,<미운 오리 새끼를 읽은 아기 오리 삼 남매> 곽민수 작가와의 만남,어린이(저학년),비대면,"활동/워크숍 문학, writing",https://www.bookseed.kr/program/lecture/e1fd0a8f-7f3f-11f0-a027-1cce51281be1,
머스트비,정혜원,<청고래 책방> :쉼이 있는 곳에 희망이..,어린이(저학년),비대면,"일반 강연 문학, 인문",https://www.bookseed.kr/program/lecture/e1fc37de-7f3f-11f0-a027-1cce51281be1,
소원나무,신은영,단톡방' 안에서 벌어지는 사이버 왕따 바로 알기_<단톡방을 나갔습니다> 신은영 작가 강연,어린이(저학년),대면/미정,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1fbda89-7f3f-11f0-a027-1cce51281be1,
미래아이,김영주,대장이 위험해(동물의 피부),어린이(저학년),비대면,일반 강연 기타,https://www.bookseed.kr/program/lecture/e1fb1e76-7f3f-11f0-a027-1cce51281be1,
그린북,오시은,"나를 위로하는 상상친구 - 상상력이 반짝, 문해력도 쑥쑥",어린이(저학년),비대면,"일반 강연 creative, 기타",https://www.bookseed.kr/program/lecture/e1f89c38-7f3f-11f0-a027-1cce51281be1,
도서출판 꿈터,한영미,용감해지는 비법을 알려드립니다,어린이(저학년),대면/미정,"일반 강연 문학, 교양/문화",https://www.bookseed.kr/program/lecture/e1f70469-7f3f-11f0-a027-1cce51281be1,
이지북,박미연,코로나19 바이러스의 공포가 전 세계를 뒤덮고 있다!_박미연 작가와의 만남,어린이(저학년),비대면,"일반 강연 교양/문화, 기타",https://www.bookseed.kr/program/lecture/e1f5cb93-7f3f-11f0-a027-1cce51281be1,
천개의바람,김진,저학년과 함께하는 재미있는 역사 공부,어린이(저학년),비대면,"활동/워크숍 문학, 사회",https://www.bookseed.kr/program/lecture/e1f46fe1-7f3f-11f0-a027-1cce51281be1,
서유재,정복현,동화로 만나는 다문화와 인권 이야기,어린이(저학년),비대면,"일반 강연 기타, 문학",https://www.bookseed.kr/program/lecture/e1f3fe10-7f3f-11f0-a027-1cce51281be1,
로나북(RONABOOK),이예린,동물을 사랑하는 꼬마 과학자 되어보기,어린이(저학년),비대면,활동/워크숍 기타,https://www.bookseed.kr/program/lecture/e1f3e69f-7f3f-11f0-a027-1cce51281be1,
계수나무,이명환,숨은 친구 찾기,어린이(저학년),비대면,"활동/워크숍 creative, 문학",https://www.bookseed.kr/program/lecture/e1f297b7-7f3f-11f0-a027-1cce51281be1,
중앙출판사,박해경,동시 작가와 동시 쓰기,어린이(저학년),비대면,"창작 writing, 문학",https://www.bookseed.kr/program/lecture/e1f2587e-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5131542%3Ftimestamp%3D20260501120224
봄볕,박예분,<부엉이 방귀를 찾아라> 박예분 작가와의 만남,어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/e1f14305-7f3f-11f0-a027-1cce51281be1,
중앙출판사(책내음),김미희,우리는 한글 탐정,어린이(저학년),비대면,"활동/워크숍 문학, creative",https://www.bookseed.kr/program/lecture/e1f0e518-7f3f-11f0-a027-1cce51281be1,
중앙출판사,김미희,시인과 함께 동시 쓰기,어린이(저학년),비대면,"창작 writing, 문학",https://www.bookseed.kr/program/lecture/e1f0c6f0-7f3f-11f0-a027-1cce51281be1,
숨쉬는책공장,윤영선,나는 나를 사랑해!,어린이(저학년),비대면,"일반 강연 문학, 교양/문화",https://www.bookseed.kr/program/lecture/e1efb5d1-7f3f-11f0-a027-1cce51281be1,
초록개구리,유미희,하나뿐인 지구별 사용법 - 태어납니다 사라집니다,어린이(저학년),비대면,"활동/워크숍 교양/문화, 인문",https://www.bookseed.kr/program/lecture/e1edc87e-7f3f-11f0-a027-1cce51281be1,
소동 출판사,이지연,"#문학 #그림책 / 나를 표현하는 꽃누르미(꽃, 식물)로 그림 그리기 / 꽃누르미(압화)로 그린 이야기 그림책",어린이(저학년),비대면,"활동/워크숍 art, 교양/문화",https://www.bookseed.kr/program/lecture/e1ece57f-7f3f-11f0-a027-1cce51281be1,
우주나무,원혜영,<딱 하루만 고양이> 원혜영 작가와 만나요,어린이(저학년),비대면,"창작 art, 문학",https://www.bookseed.kr/program/lecture/e1ec412b-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5749996%3Ftimestamp%3D20231019150818
숨쉬는책공장,곽영미,"I'm 팥, 그림책 속에 담긴 음식 이야기",어린이(저학년),비대면,"활동/워크숍 문학, art",https://www.bookseed.kr/program/lecture/e1eba304-7f3f-11f0-a027-1cce51281be1,
미래아이,김영주,누가 누가 대장일까(동물의 이빨),어린이(저학년),비대면,일반 강연 기타,https://www.bookseed.kr/program/lecture/e1eb9431-7f3f-11f0-a027-1cce51281be1,
노란돼지,차영경,<마음요리> 책과 함께 하는 힐링 마음요리 만들기,어린이(저학년),비대면,"활동/워크숍 문학, art",https://www.bookseed.kr/program/lecture/e1ea071f-7f3f-11f0-a027-1cce51281be1,
달그림,차영경,<마음먹기> 책과 함께하는 힐링 마음요리 만들기,어린이(저학년),비대면,"활동/워크숍 문학, art",https://www.bookseed.kr/program/lecture/e1ea01d9-7f3f-11f0-a027-1cce51281be1,
노란돼지,조경희,<아빠 자판기>와 함께하는 상상 활동 워크숍,어린이(저학년),비대면,"활동/워크숍 문학, 그림책",https://www.bookseed.kr/program/lecture/e1e9fc66-7f3f-11f0-a027-1cce51281be1,
노란돼지,조경희,<엄마 자판기> 읽고 '그림책 씨앗 화분' 만들기,어린이(저학년),비대면,"활동/워크숍 문학, art",https://www.bookseed.kr/program/lecture/e1e9f2ec-7f3f-11f0-a027-1cce51281be1,
도서출판 꿈터,원유순,슈퍼 능력 새우,어린이(저학년),대면/미정,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1e9a3aa-7f3f-11f0-a027-1cce51281be1,
창비,김중석,무엇이든 마음대로 ‘그리니까 좋다’,어린이(저학년),대면/미정,활동/워크숍 기타,https://www.bookseed.kr/program/lecture/e1e98e88-7f3f-11f0-a027-1cce51281be1,
창비,홍민정,"『고양이 해결사 깜냥』 홍민정 작가와의 만남 :매력 만점 고양이, 깜냥",어린이(저학년),비대면,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/e1e86035-7f3f-11f0-a027-1cce51281be1,
한솔수북,김리라,눈과 머리로 즐기는 그림책,어린이(저학년),비대면,"bookplay 문학, art",https://www.bookseed.kr/program/lecture/e1e75fc5-7f3f-11f0-a027-1cce51281be1,
소원나무,박선화,<외계인 편의점>,어린이(저학년),대면/미정,"일반 강연 문학, creative",https://www.bookseed.kr/program/lecture/e1e719aa-7f3f-11f0-a027-1cce51281be1,
별숲,윤정,최고의 복수란?,어린이(저학년),비대면,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1e6f94f-7f3f-11f0-a027-1cce51281be1,
비룡소,김경희,진짜 용기란 뭘까? <천하무적 용기맨> 김경희 작가와의 만남,어린이(저학년),비대면,"창작 문학, 기타",https://www.bookseed.kr/program/lecture/e1e45864-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4977187%3Ftimestamp%3D20241107133757
이야기꽃,이정빈,바빠요 바빠,어린이(저학년),비대면,"일반 강연 art, creative",https://www.bookseed.kr/program/lecture/e1e42b40-7f3f-11f0-a027-1cce51281be1,
다섯수레,곽영미,"통일 교육 및 인권 교육(두 섬 이야기, 옥수수 할아버지)",어린이(저학년),비대면,"활동/워크숍 사회, 기타",https://www.bookseed.kr/program/lecture/e1e41b18-7f3f-11f0-a027-1cce51281be1,
별숲,신배화,병아리 친구에게 내 마음 전하기,어린이(저학년),비대면,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1e3fbee-7f3f-11f0-a027-1cce51281be1,
이야기꽃,윤순정,눈오는날 토끼를 만났어요 작가 강연,어린이(저학년),비대면,"일반 강연 art, 기타",https://www.bookseed.kr/program/lecture/e1e19ab6-7f3f-11f0-a027-1cce51281be1,
우리학교,소이언,"어린이를 위한 인문학 이야기, 초등학생을 위한 책읽기 글쓰기 토론",어린이(저학년),대면/미정,"일반 강연 인문, writing",https://www.bookseed.kr/program/lecture/e1e18ff6-7f3f-11f0-a027-1cce51281be1,
율리시즈,한기철,슬기로운 집콕놀이,어린이(저학년),비대면,"활동/워크숍 교양/문화, 기타",https://www.bookseed.kr/program/lecture/e1e1658d-7f3f-11f0-a027-1cce51281be1,
크레용하우스,서지원,서지원 작가님과 함께 하는 상상력 터지는 글쓰기,어린이(저학년),비대면,"일반 강연 writing, 기타",https://www.bookseed.kr/program/lecture/e1def821-7f3f-11f0-a027-1cce51281be1,
천개의바람,진수경 (지은이),<뭔가 특별한 아저씨> 진수경 작가와의 만남,어린이(저학년),대면/미정,"활동/워크숍 그림책, creative",https://www.bookseed.kr/program/lecture/e1dd102f-7f3f-11f0-a027-1cce51281be1,
소동,강현아,"#환경 #역사 / 그림책으로 만나는 멸종위기 동물 식물 이야기, 환경과 평화 _DMZ 생태공원",어린이(저학년),비대면,"활동/워크숍 art, 기타",https://www.bookseed.kr/program/lecture/e1db363a-7f3f-11f0-a027-1cce51281be1,
천개의바람,"김성은 (지은이), 조미자 (그림)",<웃음이 퐁퐁퐁> 김성은 작가와의 만남,어린이(저학년),대면/미정,"활동/워크숍 그림책, creative",https://www.bookseed.kr/program/lecture/e1dac82f-7f3f-11f0-a027-1cce51281be1,
도담소리,이초아,<백두산 도련님 납시오~> 이초아 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 교양/문화, 기타",https://www.bookseed.kr/program/lecture/e1da98a5-7f3f-11f0-a027-1cce51281be1,
도담소리,변선아,<먹구름을 먹은 아기 하마> 변선아 작가와의 만남,어린이(저학년),대면/미정,"일반 강연 교양/문화, 사회",https://www.bookseed.kr/program/lecture/e1da6beb-7f3f-11f0-a027-1cce51281be1,
우주나무,신성희,그림책 캐릭터 만들기,어린이(저학년),대면/미정,"일반 강연 creative, art",https://www.bookseed.kr/program/lecture/e1da3d36-7f3f-11f0-a027-1cce51281be1,
반달(킨더랜드),이해진,밤을 깨우는 친구들,어린이(저학년),비대면,"창작 art, 교양/문화",https://www.bookseed.kr/program/lecture/e1d93e61-7f3f-11f0-a027-1cce51281be1,
반달(킨더랜드),이세경,그림책 놀이 : 짝과 함께 춤을!,어린이(저학년),비대면,"활동/워크숍 art, 교양/문화",https://www.bookseed.kr/program/lecture/e1d8f4f4-7f3f-11f0-a027-1cce51281be1,
킨더랜드,최형미,<행운 바이러스> 최형미 작가와의 만남 :진짜 행운은 어디에서 오는가?,어린이(저학년),비대면,"일반 강연 문학, 인문",https://www.bookseed.kr/program/lecture/e1d87a8b-7f3f-11f0-a027-1cce51281be1,
킨더랜드,박미숙,<도서관에 간 외계인> :: 도서관에서 할 수 있는 일 100가지,어린이(저학년),비대면,"활동/워크숍 교양/문화, 인문",https://www.bookseed.kr/program/lecture/e1d863fa-7f3f-11f0-a027-1cce51281be1,
라임,김경숙,<골라 줘! 초이스 킹> 어려운 선택을 대신해 주는 앱이 있다면?,어린이(저학년),대면/미정,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1d79ac6-7f3f-11f0-a027-1cce51281be1,
라임,심은경,<우리 집 위층엔 킹콩이 산다> 층간 소음 때문에 킹콩이 되는 아이들?!,어린이(저학년),대면/미정,"일반 강연 문학, 기타",https://www.bookseed.kr/program/lecture/e1d7982c-7f3f-11f0-a027-1cce51281be1,
북극곰,이연주,그림책 작가와 입체 카드 만들기,어린이(저학년),대면/미정,"bookplay creative, 기타",https://www.bookseed.kr/program/lecture/e1d77754-7f3f-11f0-a027-1cce51281be1,
북극곰,차야다,그림책 작가와 콜라주 그림 그리기,어린이(저학년),대면/미정,"bookplay creative, art",https://www.bookseed.kr/program/lecture/e1d77589-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F7006745%3Ftimestamp%3D20260531094953
크레용하우스,조민희,그림책으로 이해하는 환경 보호와 소수자 인권,어린이(저학년),대면/미정,"일반 강연 사회, art",https://www.bookseed.kr/program/lecture/e1d763b4-7f3f-11f0-a027-1cce51281be1,
크레용하우스,제성은,제성은 작가님과 함께 알아보는 올바른 유튜브와 SNS 이용방법,어린이(저학년),대면/미정,"bookplay 교양/문화, 사회",https://www.bookseed.kr/program/lecture/e1d761c4-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1141610%3Ftimestamp%3D20240220182846
크레용하우스,제성은,"미세먼지, 그것이 알고 싶다!",어린이(저학년),대면/미정,"bookplay 문학, 교양/문화",https://www.bookseed.kr/program/lecture/e1d76000-7f3f-11f0-a027-1cce51281be1,
크레용하우스,임서경,<내가 그런 게 아니야!> :인문학으로 배우는 소통 스토리텔링,어린이(저학년),대면/미정,"일반 강연 인문, 사회",https://www.bookseed.kr/program/lecture/e1d75e39-7f3f-11f0-a027-1cce51281be1,
천개의바람,"최지혜 (지은이), 엄정원 (그림)",<훈맹정음 할아버지 박두성> 최지혜 작가와의 만남,어린이(저학년),대면/미정,"활동/워크숍 사회, 문학",https://www.bookseed.kr/program/lecture/e1d6737b-7f3f-11f0-a027-1cce51281be1,
걸음동무,윤혜숙(글),윤혜숙 작가와의 만남,어린이(저학년),비대면,"창작 문학, creative",https://www.bookseed.kr/program/lecture/e1d62d84-7f3f-11f0-a027-1cce51281be1,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3941835%3Ftimestamp%3D20250328130739
